name,address,suburb,industry,longitude,latitude,indoor,outdoor
P J O'Briens Irish Pub & Side Bar,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,"Pubs, Taverns and Bars",144.9663,-37.82071,150,0
La Camera,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,230,0
Pure South Dining,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,250,20
Aria Bar & Lounge,Langham Hotel 1 Southgate Avenue SOUTHBANK VIC 3006,Southbank,"Pubs, Taverns and Bars",144.9663,-37.82071,63,0
Lindt,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,40,0
Melba Restaurant,Langham Hotel 1 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,220,0
Miyako Japanese Cuisine & Teppanyaki,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,90,40
Damon Bradley Southgate,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,31,0
Hophaus,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,140,120
ENA Greek Street Food,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,80,0
Waterfront (Southgate),Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,192,188
Espresso Bar International,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,65,0
Tutto Bene,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,35,100
BearBrass,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,96,0
Red Emperor,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9663,-37.82071,100,50
Jarrah Restaurant & Bar,Quay West Apartments 24-26 Southgate Avenue SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9671,-37.82038,85,60
Ponyfish Island,Evan Walker Bridge SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96505,-37.82004,0,120
Soho Restaurant & Bar,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96338,-37.82092,60,60
Thailander Riverside Quay,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96338,-37.82092,52,0
Hopscotch,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96338,-37.82092,60,200
Infinite Wasabi,4 Riverside Quay SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96338,-37.82092,36,0
DOC Southbank,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96383,-37.82083,45,30
Dagwood Deli,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96383,-37.82083,20,10
Asado Bar y Grill,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96383,-37.82083,86,30
Ludlow Bar & Dining Room,6 Riverside Quay SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96383,-37.82083,300,100
Breslin Bar And Grill,1-9 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96286,-37.82106,100,100
Jiao Zi,1-9 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96286,-37.82106,15,0
Left Bank Melbourne,1-9 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96286,-37.82106,100,75
The Bond Store Cafe,Riverside Apartments 1 Riverside Quay SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96388,-37.82191,60,14
Belgian Beer Cafe Melbourne,Eureka Tower 3-7 Riverside Quay SOUTHBANK VIC 3006,Southbank,"Pubs, Taverns and Bars",144.96453,-37.82167,150,60
Bluebag Fresh,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Takeaway Food Services,144.96218,-37.82172,30,0
Frankie Walter Peta,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96218,-37.82172,15,6
Suni Sushi Bar,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96218,-37.82172,40,0
Blossom Espresso,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96218,-37.82172,26,10
V P R Vietnamese Pork Roll,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Takeaway Food Services,144.96218,-37.82172,20,0
TGI Fridays Restaurant & Bar,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96218,-37.82172,150,0
The Meat & Wine Co,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96218,-37.82172,250,0
Crintis Southbank,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96218,-37.82172,380,38
Heavenly Beans,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96218,-37.82172,35,0
Chelsini's,Freshwater Place Residential 1-9 Freshwater Place SOUTHBANK VIC 3006,Southbank,Takeaway Food Services,144.96218,-37.82172,10,0
Pellaroma Cafe Bar,Price Waterhouse Coopers 2-50 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96262,-37.82221,80,16
Upstanding Citizens,Price Waterhouse Coopers 2-50 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.96262,-37.82221,70,0
Powered by Cote Terra,28 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9623,-37.82267,68,0
Cote Terra Adicion,28 Freshwater Place SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.9623,-37.82267,60,40
Rockpool Bar & Grill,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,200,0
Gochi,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,40,0
Nobu Melbourne,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,160,0
Ging Thai,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,100,90
Tia To Vietnamese Restaurant,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,112,0
The Merrywell,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,80,64
Rosetta,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,88,63
Spice Temple,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,180,0
The Atlantic,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,180,0
Lucky Chan's,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,130,140
Margo's,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,140,0
SHO Noodles,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,200,0
Bistro Guillaume,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Cafes and Restaurants,144.95835,-37.82315,70,35
