name,address,suburb,industry,longitude,latitude,indoor,outdoor
Swanston Halal Food Centre,31-41 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9667,-37.81674,35,0
Kisume Pty Ltd,175-177 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96868,-37.81618,150,0
Ezard,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96838,-37.81636,68,0
Om Nom,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96838,-37.81636,40,0
Wheelly Good Coffee,194-196 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96814,-37.81674,40,0
Movida Next Door,164-170 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96909,-37.81671,30,0
Movida,164-170 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96909,-37.81671,70,0
Ikkoryu Fukuoka Ramen,27-37 Russell Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96925,-37.81599,68,0
Chapter House Coffee,197-209 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96768,-37.81679,8,19
Strozzi Restaurant,327-343 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96327,-37.81705,82,22
Huxtaburger,351-357 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96279,-37.81729,15,16
Little Bean Bambini,351-357 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96279,-37.81729,8,0
Roll'D,351-357 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96279,-37.81729,6,20
Vapiano,351-357 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96279,-37.81729,250,0
Cafe Mesh,351-357 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96279,-37.81729,21,0
Crema Espresso @ 357,351-357 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96279,-37.81729,42,0
Cafenatics 367,359-373 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96244,-37.81728,65,15
Falcon 367,359-373 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96244,-37.81728,52,0
Shuji Sushi,40-52 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96219,-37.81759,50,2
Midtown Cafe & Catering,303-317 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96382,-37.81663,34,17
Souk Kitchen & Bar,319-325 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96366,-37.81693,130,0
Mensousai Mugen,319-325 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96366,-37.81693,40,0
Maa Kin,310 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96368,-37.81727,65,0
Yum Yum Dumplings,302-308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96392,-37.81719,70,0
Robot Sushi & Bar,302-308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96392,-37.81719,40,12
Northeast China Family,302-308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96392,-37.81719,124,0
Bistro Du Peuple,302-308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96392,-37.81719,22,16
Cuff Food & Wine,302-308 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96392,-37.81719,45,24
Cafe Vicolino,258-260 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96547,-37.81664,30,16
Eliana Lulu,258-260 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96547,-37.81664,32,18
Shandong Mama Mini,258-260 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96547,-37.81664,16,6
Eurolane Cafe,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9656,-37.8166,8,6
Centro Espresso Caffe,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9656,-37.8166,17,4
Cafe Issus,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9656,-37.8166,40,12
Yen Sushi Noodle,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9656,-37.8166,7,4
The Soup Place,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9656,-37.8166,16,2
Hell's Kitchen,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.9656,-37.8166,55,0
Aix Cafe Creperie Salon,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9656,-37.8166,13,8
Jungle Juice Bar,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9656,-37.8166,16,10
3 Lt Monkeys,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9656,-37.8166,8,4
Tako Sushi Japanses Cafe,221-231 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96633,-37.81584,20,0
Happy Lemon Melbourne,221-231 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96633,-37.81584,7,0
Three Drops Espresso,221-231 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96633,-37.81584,6,25
Ganache Chocolate Lounge,241-245 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96583,-37.81606,40,16
Brunetti City,251-257 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96565,-37.81635,300,0
Whirl'd Juice,259-263 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96534,-37.8162,9,0
Lindt Chocolat Cafe,271-285 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96498,-37.81655,38,16
Oda Sushi,238-244 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96596,-37.81649,16,38
Laneway Greens,238-244 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96596,-37.81649,36,0
La Kuaizi,30-44 Manchester Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9662,-37.81642,40,0
Maccaroni Trattoria Italiana,233-239 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9661,-37.816,22,0
Lello Pasta Bar,141-165 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96876,-37.81545,108,12
Supernormal,167-173 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96831,-37.81566,160,0
Box Seafood Restaurant,189 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96771,-37.81547,80,20
Allegro Restaurant,199-209 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96743,-37.81581,75,20
Lobby Lounge,199-209 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96743,-37.81581,70,24
Cocoa Bean Cafe,376-390 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96172,-37.81629,80,18
Poked,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96217,-37.81617,17,17
Billys Lane,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96217,-37.81617,72,0
Sushi & Nori Melbourne,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96217,-37.81617,62,0
PappaRich 360 Collins,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96217,-37.81617,24,0
8bit 360,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96217,-37.81617,60,0
Makan,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96217,-37.81617,80,0
Earl Canteen 360 Collins,360-374 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96217,-37.81617,24,0
Sambal Kampung,344-350 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96269,-37.81602,60,0
Cafenatics Equitable Place,308-336 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96341,-37.81611,11,28
Brown Bagels,308-336 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96341,-37.81611,8,6
Sacred Alley Espresso Bar,97-103 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9635,-37.81592,45,12
Betty's Burgers and Concrete Co,97-103 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9635,-37.81592,88,0
This Side of Paradise,97-103 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9635,-37.81592,72,48
Healthy Sushi Melbourne,335-349 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9633,-37.81558,24,0
Heresy Coffee,335-349 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9633,-37.81558,7,4
Blahnik,335-349 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9633,-37.81558,48,24
Oh Banh Mi,335-349 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9633,-37.81558,0,12
Industry Beans,335-349 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9633,-37.81558,18,0
Pentolina,377-379 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96244,-37.81585,55,0
Dodee Paidang Thai Bar And Cafe,353-359 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.963,-37.8157,8,4
B'Cos Brazilian Kitchen And Bar,353-359 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.963,-37.8157,24,14
11 Inch Pizza,353-359 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.963,-37.8157,14,4
Fugazza,353-359 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.963,-37.8157,6,12
Nashi,353-359 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.963,-37.8157,28,14
Uburger,353-359 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.963,-37.8157,7,6
Viet St,353-359 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.963,-37.8157,5,8
Sushi Hut,353-359 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.963,-37.8157,6,8
Colori D'Italia,363-367 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96281,-37.81582,58,16
Kaikey's Lane,28-32 Block Place MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96446,-37.81528,88,16
Barbarella Gelato & Wine,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96435,-37.81553,21,0
Caffe Duomo,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96435,-37.81553,29,29
Hopetoun Tea Rooms,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96435,-37.81553,52,0
The Charles Dickens Tavern,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96435,-37.81553,120,0
Burger Project St. Collins Lane,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96489,-37.81538,80,0
Royal St Collins,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96489,-37.81538,48,0
Caffe e Torta Espresso Bar,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96489,-37.81538,16,0
Think Asia,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96489,-37.81538,56,0
Papadam,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96489,-37.81538,44,0
70 Grams Pizza Coffee Kitchen,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96489,-37.81538,48,0
Haberdasher Cafe,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96489,-37.81538,38,0
Hudsons Elizabeth Street,84-86 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96419,-37.81591,31,8
Polepole Bar,267 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.9656,-37.81483,70,0
The Alley Edition,281-283 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96523,-37.81507,6,0
Princes Pies,281-283 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96523,-37.81507,4,0
Caffe e Biscotti,317-321 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96423,-37.81529,60,15
Cafe Segovia,317-321 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96423,-37.81529,46,16
Dinkum Pies,317-321 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96423,-37.81529,28,24
Brown Sugar Cafe,317-321 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96423,-37.81529,30,12
Chatime,220-226 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9661,-37.81529,21,10
1932 Cafe & Restaurant,220-226 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9661,-37.81529,32,30
Switchboard Barista,220-226 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9661,-37.81529,0,30
Thai Viet,109-117 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96579,-37.81507,5,38
30ml Coffee,109-117 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96579,-37.81507,16,0
Crossways Food For Life,123 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96589,-37.81483,100,0
Bistrot D'Orsay,184-192 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96728,-37.81485,50,12
Teppanyaki Inn,182 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96744,-37.81478,70,0
Verandah Cafe,170-174 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96771,-37.81474,12,0
The George on Collins,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96785,-37.8145,150,0
Meatmaiden,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96785,-37.8145,100,0
Alice's Thai Restaurant,209-221 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96708,-37.81446,100,0
In a Rush 150 Collins,150-154 Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96818,-37.81418,41,0
Gold Drops - Coffee & Tea,150-154 Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96818,-37.81418,8,0
Arbory Bar and Eatery,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96583,-37.81869,0,367
Green Light Flinders,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96583,-37.81869,78,0
Pho Flinders,207-361 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96583,-37.81869,48,8
Famish'd,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96292,-37.81493,28,36
Kape & Co,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96292,-37.81493,6,0
Nosh,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96292,-37.81493,34,0
Oli & Levi,385 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96292,-37.81493,20,2
Marroo,392-396 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96153,-37.81556,74,0
In a Rush Espresso,384-390 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96174,-37.81561,60,18
Oriental Tea House,378-380 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.962,-37.81549,120,12
Trattoria Emilia,358-360 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96264,-37.81528,70,0
Guhng,19 McKillop Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96162,-37.81534,132,0
Red Spice Road,21-27 McKillop Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96148,-37.81524,200,12
Tejas Modern Indian,18-22 McKillop Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96182,-37.81515,100,10
The Pancake Parlour,283-297 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96522,-37.81421,160,0
Sensory Lab,299-307 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9649,-37.8144,24,28
Cultured Salad,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96453,-37.81446,84,0
Ghislaine,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96453,-37.81446,16,10
Grasshoppers Feast/Grab a Yabby,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96453,-37.81446,40,16
Riva Cafe Bar,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96453,-37.81446,46,26
Sushi Monger,309-325 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96453,-37.81446,13,12
Caffe E Torta,331-339 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96398,-37.81438,28,24
Pho 7,136-140 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96374,-37.81484,30,10
Gourmet Curry Hut,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96401,-37.81489,28,18
Chuckle Park,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96401,-37.81489,50,0
New Guernica,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96401,-37.81489,120,0
Chokolait,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96401,-37.81489,65,0
Chuckle Deli,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96401,-37.81489,15,9
Moonshine Studio,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96401,-37.81489,0,6
Ministry Of Curry,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96401,-37.81489,20,0
Union Kiosk,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96435,-37.81473,0,4
Gordons Cafe & Bar,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96435,-37.81473,38,22
Cafe Insieme,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96435,-37.81473,16,14
Laurent Boulangerie Patisserie,304-306 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96435,-37.81473,50,16
Gopal's Vegetarian Restaurant,139-141 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96573,-37.81441,80,0
Rozzi's,157-159 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96558,-37.81408,187,0
Simpsons Chips & Burgers,143-153 Russell Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96797,-37.81311,8,6
4 Fingers Crispy Chicken,189-191 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96776,-37.81317,54,0
The Carlton Hotel,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96765,-37.8132,140,0
Treasure Star,209-215 Bourke Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.9673,-37.81328,100,0
Drumplings,227-229 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96692,-37.81341,44,24
Coco Fresh Tea & Juice,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96662,-37.81374,18,0
Nusantara,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96662,-37.81374,16,0
Warra Warra,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96662,-37.81374,34,20
Salero Kito Padang Melbourne,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96662,-37.81374,25,30
VB Rolls,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96662,-37.81374,0,12
Momo Station,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96662,-37.81374,28,18
Wagyu Fun,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96662,-37.81374,16,0
Cafe Soho,235-251 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96662,-37.81374,12,0
Stellini Bar,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96715,-37.8139,32,0
Sarti Restaurant & Bar,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96758,-37.81391,65,40
Il Bacaro Cucina E Bar,166-186 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96787,-37.81377,45,0
Portland Hotel,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.9682,-37.81366,100,40
Sushi Sushi,148 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96622,-37.81413,36,10
Tsujiri,146 Swanston Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9662,-37.81418,24,12
L'Incontro,134-142 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96629,-37.81431,20,100
Bar Ampere,16-30 Russell Place MELBOURNE 3000,Melbourne (CBD),"Pubs, Taverns and Bars",144.96744,-37.81355,78,34
Neapoli Wine Bar,16-30 Russell Place MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96744,-37.81355,35,20
Corner & Bench,408-412 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96148,-37.8144,32,40
Curry Point,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96174,-37.81422,12,0
McDonald's Bourke St West,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96174,-37.81422,120,0
Ohsso,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96174,-37.81422,15,15
La Belle Miette,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96174,-37.81422,5,4
La Petite Creperie,392-406 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96174,-37.81422,16,18
Shanghai Street on Bourke,360-374 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96267,-37.81412,130,0
Udon Yasan,187-193 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96271,-37.81389,48,0
Tropicana Juice Bar,209-213 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96255,-37.81354,10,30
Captains of Industry,209-213 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96255,-37.81354,45,0
Rice Paper Sister,13-15 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96141,-37.81429,46,32
Campari House,21-25 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96131,-37.81409,100,50
Big Boy BBQ,27-31 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96127,-37.81399,40,16
Affogato,27-31 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96127,-37.81399,20,18
Brother Baba Budan,353-359 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96217,-37.81353,16,0
Tipo 00,361-363 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96199,-37.81359,44,0
Osteria Ilaria,365-367 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96198,-37.81376,75,0
Dex2rose Nitrogen Gelato,377-379 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9616,-37.8138,32,0
Bon,387 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96139,-37.8138,21,20
Sushi Aru,393-397 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.9612,-37.81385,9,0
Triim,393-397 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9612,-37.81385,50,24
Larder Section,393-397 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.9612,-37.81385,12,18
Palermo,401-405 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96103,-37.81403,150,0
Homi Noodle Bar,184-192 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96068,-37.81403,36,0
Workshop Brothers,184-192 Queen Street MELBOURNE 3000,Melbourne (CBD),Takeaway Food Services,144.96068,-37.81403,44,0
Nirankar Restaurant,174-176 Queen Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96077,-37.81429,110,0
Manchester Press,8-14 Rankins Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96213,-37.81388,50,0
The Little Mule Cafe,19 Somerset Place MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96239,-37.8138,34,0
Portello Rosso,15-19 Warburton Lane MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96185,-37.81381,45,0
Ca De Vin,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96329,-37.8136,0,140
Mama's Buoi,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96329,-37.8136,12,62
Federal Coffee Palace,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Cafes and Restaurants,144.96329,-37.8136,0,155
